Rank,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2436,XOne,2016.0,Action,0.46,0.32,0.0,0.07,0.85
393,PS2,2002.0,Sports,0.46,2.28,0.05,0.61,3.4
2430,PS3,2009.0,Sports,0.46,0.26,0.01,0.12,0.85
2503,PS,1998.0,Platform,0.46,0.31,0.0,0.05,0.83
2218,PS2,2003.0,Sports,0.46,0.36,0.0,0.12,0.94
2220,PS2,2002.0,Sports,0.46,0.36,0.0,0.12,0.93
3019,XB,2004.0,Fighting,0.46,0.18,0.0,0.03,0.67
3179,X360,2013.0,Shooter,0.46,0.12,0.0,0.05,0.64
2287,X360,2015.0,Adventure,0.46,0.38,0.0,0.08,0.91
2504,PS,1996.0,Adventure,0.46,0.31,0.0,0.05,0.83
2205,PS2,2003.0,Action,0.46,0.36,0.0,0.12,0.94
2014,PS4,2014.0,Sports,0.46,0.4,0.01,0.17,1.04
2395,PS4,2013.0,Fighting,0.46,0.29,0.0,0.12,0.87
3740,XB,2004.0,Shooter,0.46,0.06,0.0,0.02,0.54
949,PS4,2015.0,Action,0.46,1.02,0.07,0.28,1.83
3843,PS3,2008.0,Sports,0.46,0.0,0.02,0.04,0.52
2741,X360,2008.0,Action,0.46,0.21,0.01,0.07,0.75
3693,PS3,2009.0,Sports,0.46,0.03,0.01,0.05,0.54
2759,X360,2014.0,Shooter,0.46,0.22,0.01,0.06,0.75
2481,PS,1999.0,Puzzle,0.46,0.32,0.0,0.05,0.84
3547,XB,2003.0,Platform,0.45,0.1,0.0,0.02,0.57
1748,PS3,2007.0,Misc,0.45,0.58,0.0,0.13,1.16
2584,X360,2012.0,Action,0.45,0.28,0.0,0.07,0.8
3746,PS2,2006.0,Platform,0.45,0.02,0.0,0.07,0.54
3762,PS2,2005.0,Sports,0.45,0.02,0.0,0.07,0.53
1998,PS,1996.0,Action,0.45,0.3,0.22,0.07,1.04
2859,XB,2002.0,Action,0.45,0.24,0.0,0.03,0.71
1126,X360,2006.0,Simulation,0.45,0.96,0.02,0.2,1.63
2247,PS2,2001.0,Simulation,0.45,0.35,0.0,0.12,0.92
2555,PS,1998.0,Puzzle,0.45,0.31,0.0,0.05,0.81
2246,PS2,2003.0,Action,0.45,0.35,0.0,0.12,0.92
2570,PS,1997.0,Racing,0.45,0.3,0.0,0.05,0.8
2573,PS,1999.0,Role-Playing,0.45,0.3,0.0,0.05,0.8
1778,PS3,2011.0,Fighting,0.45,0.51,0.0,0.19,1.15
2540,PS,2000.0,Racing,0.45,0.31,0.0,0.05,0.81
2272,X360,2007.0,Role-Playing,0.45,0.27,0.11,0.09,0.92
1543,PS4,2014.0,Action,0.45,0.46,0.17,0.2,1.28
2566,PS,2000.0,Misc,0.45,0.3,0.0,0.05,0.8
3012,XOne,2013.0,Racing,0.45,0.17,0.0,0.05,0.67
978,PS3,2010.0,Action,0.45,0.94,0.06,0.33,1.78
3682,PS2,2005.0,Racing,0.45,0.02,0.0,0.07,0.55
1851,X360,2007.0,Shooter,0.45,0.53,0.01,0.12,1.1
2121,X360,2014.0,Shooter,0.45,0.44,0.0,0.08,0.98
3985,X360,2007.0,Sports,0.45,0.01,0.0,0.04,0.5
1552,PS3,2008.0,Action,0.45,0.56,0.05,0.22,1.27
1293,PS3,2013.0,Action,0.45,0.4,0.44,0.18,1.47
2277,PS2,2002.0,Sports,0.45,0.35,0.0,0.12,0.91
3951,X360,2008.0,Sports,0.45,0.01,0.0,0.04,0.5
2281,PS2,2002.0,Sports,0.45,0.35,0.0,0.12,0.91
1517,PS3,2011.0,Action,0.45,0.57,0.06,0.21,1.3
2270,PS2,2003.0,Racing,0.45,0.35,0.0,0.12,0.92
2242,PS3,2008.0,Shooter,0.44,0.34,0.0,0.15,0.93
3916,XB,2003.0,Sports,0.44,0.04,0.0,0.02,0.51
4024,X360,2006.0,Sports,0.44,0.02,0.0,0.04,0.49
2343,PS2,2001.0,Sports,0.44,0.34,0.0,0.11,0.89
2357,X360,2010.0,Fighting,0.44,0.36,0.0,0.08,0.88
2356,PS,1996.0,Platform,0.44,0.3,0.09,0.06,0.88
3919,X360,2006.0,Fighting,0.44,0.03,0.0,0.04,0.51
2324,PS2,2003.0,Sports,0.44,0.34,0.0,0.11,0.9
3769,PS2,2004.0,Sports,0.44,0.02,0.0,0.07,0.53
1985,X360,2006.0,Platform,0.44,0.49,0.0,0.11,1.05
2040,PS3,2014.0,Action,0.44,0.4,0.0,0.17,1.02
1857,PS3,2010.0,Fighting,0.44,0.46,0.01,0.18,1.1
2618,X360,2013.0,Action,0.44,0.27,0.01,0.07,0.79
4206,X360,2013.0,Sports,0.44,0.0,0.0,0.03,0.47
1785,PS2,2003.0,Action,0.44,0.34,0.25,0.11,1.14
2077,PS3,2013.0,Action,0.44,0.38,0.0,0.17,1.0
1954,PS3,2008.0,Action,0.44,0.44,0.0,0.18,1.06
2608,PS,2001.0,Racing,0.44,0.3,0.0,0.05,0.79
1124,PS4,2015.0,Adventure,0.44,0.89,0.05,0.25,1.64
1769,PS3,2010.0,Action,0.44,0.46,0.06,0.18,1.15
2579,PS3,2015.0,Sports,0.44,0.19,0.03,0.13,0.8
2296,PS2,2002.0,Sports,0.44,0.35,0.0,0.12,0.9
4107,X360,2006.0,Sports,0.44,0.0,0.0,0.04,0.48
3812,PS2,2005.0,Action,0.44,0.02,0.0,0.07,0.53
3408,XB,2004.0,Sports,0.44,0.13,0.0,0.02,0.59
2439,PS3,2010.0,Shooter,0.44,0.27,0.01,0.12,0.85
2299,PS2,2004.0,Sports,0.44,0.35,0.0,0.12,0.9
1627,PS3,2009.0,Action,0.44,0.41,0.21,0.17,1.23
3591,XB,2003.0,Fighting,0.43,0.11,0.0,0.02,0.56
2663,PS,1996.0,Racing,0.43,0.29,0.0,0.05,0.77
2672,PS,1999.0,Racing,0.43,0.29,0.0,0.05,0.77
2627,X360,2010.0,Fighting,0.43,0.27,0.01,0.07,0.79
1932,PS3,2013.0,Platform,0.43,0.44,0.0,0.2,1.07
2657,PS,1998.0,Sports,0.43,0.29,0.0,0.05,0.78
3717,XB,,Fighting,0.43,0.1,0.0,0.02,0.54
1419,PS3,2008.0,Racing,0.43,0.67,0.02,0.26,1.37
2386,PS,1997.0,Racing,0.43,0.29,0.09,0.06,0.87
1385,PS3,2008.0,Action,0.43,0.7,0.01,0.27,1.4
2745,X360,2012.0,Action,0.43,0.26,0.0,0.06,0.75
2664,PS,2000.0,Misc,0.43,0.29,0.0,0.05,0.77
2641,PS,1999.0,Fighting,0.43,0.3,0.0,0.05,0.78
2636,PS,1994.0,Shooter,0.43,0.3,0.0,0.05,0.78
2643,PS,1997.0,Strategy,0.43,0.29,0.0,0.05,0.78
3488,PS3,2010.0,Misc,0.43,0.09,0.0,0.06,0.58
3539,XB,2001.0,Shooter,0.43,0.12,0.0,0.02,0.57
1089,PS4,2013.0,Platform,0.43,0.67,0.42,0.15,1.67
1741,PS3,2008.0,Action,0.43,0.52,0.02,0.2,1.16
3152,XB,2004.0,Shooter,0.43,0.19,0.0,0.02,0.64
4084,X360,2007.0,Misc,0.43,0.02,0.0,0.04,0.48
2556,XOne,2015.0,Action,0.43,0.3,0.01,0.07,0.81
1408,PS3,2010.0,Action,0.43,0.57,0.15,0.22,1.38
3195,X360,2009.0,Action,0.43,0.14,0.0,0.06,0.63
2365,PS2,2005.0,Action,0.43,0.34,0.0,0.11,0.88
2403,PS2,2002.0,Sports,0.43,0.33,0.0,0.11,0.87
2373,PS2,2004.0,Sports,0.43,0.33,0.0,0.11,0.88
1480,PS3,2013.0,Role-Playing,0.43,0.4,0.32,0.18,1.33
3342,XB,2005.0,Fighting,0.42,0.16,0.0,0.02,0.6
2418,PS2,2002.0,Fighting,0.42,0.33,0.0,0.11,0.86
2449,PS2,2002.0,Racing,0.42,0.32,0.0,0.11,0.85
3545,XB,2002.0,Racing,0.42,0.11,0.02,0.02,0.57
3035,X360,2010.0,Action,0.42,0.18,0.01,0.05,0.67
1635,PS3,2010.0,Fighting,0.42,0.47,0.15,0.18,1.22
2502,PS3,2010.0,Fighting,0.42,0.2,0.11,0.09,0.83
2118,PS3,2014.0,Role-Playing,0.42,0.38,0.0,0.17,0.98
2583,X360,2012.0,Role-Playing,0.42,0.24,0.07,0.06,0.8
3701,XB,2003.0,Simulation,0.42,0.11,0.0,0.02,0.54
2469,PS3,2012.0,Fighting,0.42,0.22,0.1,0.1,0.84
2458,PS3,2012.0,Action,0.42,0.21,0.11,0.1,0.84
2863,X360,2011.0,Simulation,0.42,0.23,0.0,0.06,0.71
2945,X360,2009.0,Action,0.42,0.21,0.0,0.06,0.69
3637,XB,2006.0,Action,0.42,0.11,0.0,0.02,0.55
3626,XB,2006.0,Sports,0.42,0.12,0.0,0.01,0.56
2369,XOne,2015.0,Action,0.42,0.38,0.0,0.07,0.88
3959,XB,2003.0,Racing,0.42,0.06,0.0,0.02,0.5
3952,PS2,2006.0,Racing,0.42,0.02,0.0,0.07,0.5
3934,X360,2006.0,Racing,0.42,0.05,0.0,0.04,0.51
4293,X360,2006.0,Sports,0.42,0.0,0.0,0.04,0.46
2609,PS3,2009.0,Sports,0.42,0.25,0.0,0.12,0.79
3927,PS2,2006.0,Sports,0.42,0.02,0.0,0.07,0.51
2321,PS3,2012.0,Action,0.42,0.32,0.01,0.15,0.9
2293,PS3,2009.0,Misc,0.42,0.34,0.0,0.14,0.91
2318,PS3,2008.0,Racing,0.42,0.33,0.0,0.14,0.9
1700,XOne,2013.0,Sports,0.41,0.66,0.0,0.12,1.19
3192,XB,2001.0,Sports,0.41,0.19,0.0,0.03,0.63
3995,PS2,2010.0,Sports,0.41,0.02,0.0,0.07,0.5
4010,PS2,2007.0,Action,0.41,0.02,0.0,0.07,0.5
1675,PS4,2015.0,Sports,0.41,0.6,0.0,0.19,1.2
3189,X360,2014.0,Misc,0.41,0.16,0.0,0.06,0.63
1717,PS3,2006.0,Platform,0.41,0.07,0.04,0.66,1.18
4011,PS2,2005.0,Action,0.41,0.01,0.0,0.07,0.5
2475,PS2,2004.0,Sports,0.41,0.32,0.0,0.11,0.84
2652,X360,2010.0,Action,0.41,0.29,0.0,0.07,0.78
4179,X360,2007.0,Role-Playing,0.41,0.02,0.0,0.04,0.47
2309,XB,2003.0,Platform,0.41,0.43,0.01,0.05,0.9
2472,PS2,2002.0,Racing,0.41,0.32,0.0,0.11,0.84
2735,PS3,2009.0,Misc,0.41,0.24,0.0,0.11,0.75
2739,PS3,2009.0,Action,0.41,0.22,0.01,0.11,0.75
2785,PS,1999.0,Racing,0.41,0.28,0.0,0.05,0.74
2166,PS3,2012.0,Shooter,0.41,0.33,0.09,0.12,0.96
2466,PS2,2003.0,Racing,0.41,0.32,0.0,0.11,0.84
2499,PS2,,Sports,0.41,0.32,0.0,0.11,0.83
979,PS3,2012.0,Role-Playing,0.41,0.46,0.72,0.19,1.78
2897,X360,2007.0,Role-Playing,0.41,0.23,0.0,0.07,0.71
4030,PS2,2005.0,Action,0.41,0.01,0.0,0.07,0.49
2805,PS,1999.0,Platform,0.41,0.28,0.0,0.05,0.73
1970,PS3,2010.0,Shooter,0.41,0.47,0.0,0.18,1.05
3375,PS3,2010.0,Sports,0.4,0.13,0.0,0.07,0.6
3571,XB,2003.0,Simulation,0.4,0.14,0.0,0.02,0.56
4510,XB,2003.0,Sports,0.4,0.02,0.0,0.02,0.43
3556,X360,2009.0,Misc,0.4,0.12,0.0,0.05,0.57
3704,X360,2011.0,Role-Playing,0.4,0.08,0.03,0.04,0.54
3687,XB,2004.0,Shooter,0.4,0.12,0.0,0.02,0.55
2838,PS,1999.0,Racing,0.4,0.27,0.0,0.05,0.72
2465,PS3,2011.0,Action,0.4,0.27,0.05,0.12,0.84
3694,XB,2004.0,Platform,0.4,0.12,0.0,0.02,0.54
2873,PS,2000.0,Racing,0.4,0.27,0.0,0.05,0.71
514,PS3,2015.0,Sports,0.4,1.98,0.05,0.42,2.85
3641,XB,2002.0,Fighting,0.4,0.13,0.0,0.02,0.55
2855,PS,1998.0,Action,0.4,0.27,0.0,0.05,0.72
2834,PS,1996.0,Shooter,0.4,0.27,0.0,0.05,0.72
3670,XB,2004.0,Platform,0.4,0.13,0.0,0.02,0.55
4387,X360,2009.0,Sports,0.4,0.02,0.0,0.03,0.45
2842,PS,2001.0,Fighting,0.4,0.27,0.0,0.05,0.72
4337,X360,2011.0,Sports,0.4,0.03,0.0,0.03,0.45
3729,X360,2013.0,Sports,0.4,0.1,0.0,0.04,0.54
3778,XB,2004.0,Sports,0.4,0.11,0.0,0.02,0.53
3772,XB,2004.0,Misc,0.4,0.11,0.0,0.02,0.53
4104,PS2,2006.0,Action,0.4,0.02,0.0,0.07,0.48
4087,PS2,2007.0,Action,0.4,0.02,0.0,0.07,0.48
2522,PS2,2002.0,Platform,0.4,0.31,0.0,0.1,0.82
2526,X360,2007.0,Shooter,0.4,0.33,0.01,0.09,0.82
2600,PS3,2012.0,Adventure,0.4,0.25,0.03,0.11,0.79
4118,PS2,2008.0,Sports,0.4,0.02,0.0,0.07,0.48
2565,X360,2011.0,Fighting,0.4,0.33,0.0,0.07,0.8
2535,PS2,2000.0,Fighting,0.4,0.31,0.0,0.1,0.81
2550,PS2,2004.0,Shooter,0.4,0.31,0.0,0.1,0.81
3229,X360,2011.0,Sports,0.4,0.17,0.0,0.05,0.63
1487,PS3,2014.0,Role-Playing,0.4,0.36,0.4,0.17,1.32
3241,XB,2005.0,Sports,0.4,0.2,0.0,0.03,0.62
3419,X360,2012.0,Fighting,0.39,0.14,0.02,0.04,0.59
1569,PS,1994.0,Fighting,0.39,0.26,0.53,0.08,1.27
3114,X360,2009.0,Sports,0.39,0.2,0.0,0.06,0.65
2932,PS,2000.0,Sports,0.39,0.26,0.0,0.05,0.7
2918,PS,1997.0,Sports,0.39,0.27,0.0,0.05,0.7
3781,X360,2011.0,Misc,0.39,0.1,0.0,0.04,0.53
2909,PS,1998.0,Strategy,0.39,0.27,0.0,0.05,0.7
2950,PS,1997.0,Racing,0.39,0.26,0.0,0.05,0.69
3681,XB,2002.0,Shooter,0.39,0.14,0.0,0.02,0.55
4214,PS2,2005.0,Misc,0.39,0.01,0.0,0.06,0.47
3607,XB,2002.0,Platform,0.39,0.15,0.0,0.02,0.56
3627,PS3,2011.0,Action,0.39,0.08,0.02,0.06,0.56
3583,XB,2005.0,Shooter,0.39,0.15,0.0,0.02,0.56
2974,XOne,2014.0,Shooter,0.39,0.23,0.0,0.06,0.68
3841,XB,2002.0,Sports,0.39,0.11,0.0,0.02,0.52
4554,X360,2008.0,Misc,0.39,0.01,0.0,0.03,0.43
2188,PS3,2011.0,Action,0.39,0.4,0.0,0.16,0.95
2571,PS2,2004.0,Shooter,0.39,0.31,0.0,0.1,0.8
3551,XB,2002.0,Racing,0.39,0.16,0.0,0.02,0.57
2993,XOne,2016.0,Shooter,0.39,0.23,0.0,0.06,0.68
4158,PS2,2006.0,Action,0.39,0.02,0.0,0.06,0.47
1749,PS,1997.0,Fighting,0.39,0.27,0.43,0.08,1.16
2895,PS,1998.0,Shooter,0.39,0.27,0.0,0.05,0.71
1960,PS4,2016.0,Fighting,0.39,0.41,0.1,0.16,1.06
2494,PS,1997.0,Adventure,0.39,0.26,0.12,0.05,0.83
2894,PS,1997.0,Misc,0.39,0.27,0.0,0.05,0.71
3722,X360,2011.0,Fighting,0.39,0.1,0.01,0.04,0.54
976,PS2,2004.0,Action,0.39,1.01,0.02,0.36,1.78
4266,PS2,2005.0,Shooter,0.38,0.01,0.0,0.06,0.46
2685,PS2,2002.0,Sports,0.38,0.29,0.0,0.1,0.77
4257,PS2,2005.0,Fighting,0.38,0.01,0.0,0.06,0.46
3240,XB,,Action,0.38,0.22,0.0,0.03,0.62
2120,PS3,2012.0,Shooter,0.38,0.39,0.06,0.15,0.98
2705,PS3,2009.0,Action,0.38,0.26,0.0,0.12,0.76
2380,X360,2007.0,Racing,0.38,0.4,0.0,0.09,0.87
3209,X360,2008.0,Action,0.38,0.19,0.0,0.06,0.63
2823,X360,2012.0,Sports,0.38,0.28,0.0,0.06,0.72
4392,X360,2010.0,Sports,0.38,0.04,0.0,0.03,0.45
3350,PS3,2009.0,Sports,0.38,0.15,0.0,0.08,0.6
1383,PS2,2008.0,Racing,0.38,0.08,0.03,0.93,1.4
3496,PS3,2009.0,Sports,0.38,0.12,0.0,0.07,0.58
2960,PS,1998.0,Sports,0.38,0.26,0.0,0.05,0.69
2699,X360,2010.0,Shooter,0.38,0.24,0.08,0.06,0.76
4254,PS2,2005.0,Shooter,0.38,0.01,0.0,0.06,0.46
4334,PS2,2006.0,Sports,0.38,0.01,0.0,0.06,0.45
2026,PS,1998.0,Fighting,0.38,0.12,0.51,0.02,1.03
3376,X360,2012.0,Adventure,0.38,0.16,0.0,0.05,0.6
2943,X360,2014.0,Sports,0.38,0.26,0.0,0.06,0.69
2358,X360,2012.0,Action,0.38,0.41,0.01,0.08,0.88
2622,X360,2008.0,Role-Playing,0.38,0.3,0.03,0.08,0.79
2681,PS2,2003.0,Shooter,0.38,0.29,0.0,0.1,0.77
3531,X360,2013.0,Shooter,0.38,0.15,0.0,0.04,0.57
2601,X360,2011.0,Platform,0.38,0.34,0.0,0.08,0.79
703,PS2,2008.0,Sports,0.38,0.07,0.01,1.82,2.28
1079,PS,1997.0,Shooter,0.38,0.87,0.33,0.1,1.68
2295,PS3,2007.0,Action,0.38,0.37,0.0,0.15,0.91
3875,XB,2002.0,Sports,0.38,0.11,0.0,0.02,0.52
2151,PS2,2002.0,Role-Playing,0.38,0.25,0.26,0.07,0.96
2937,X360,2010.0,Sports,0.38,0.26,0.0,0.06,0.7
1810,PS4,2014.0,Sports,0.38,0.56,0.0,0.19,1.13
2977,PS,1997.0,Action,0.38,0.26,0.0,0.04,0.68
2984,PS,1997.0,Fighting,0.38,0.26,0.0,0.04,0.68
3861,XB,2005.0,Shooter,0.38,0.12,0.0,0.02,0.52
2682,PS2,2001.0,Platform,0.38,0.29,0.0,0.1,0.77
2457,PS3,2010.0,Sports,0.37,0.34,0.0,0.13,0.84
1317,PS2,2004.0,Action,0.37,0.47,0.54,0.07,1.45
4692,PS3,2007.0,Racing,0.37,0.01,0.0,0.03,0.41
2390,PS3,2012.0,Role-Playing,0.37,0.3,0.09,0.11,0.87
3465,X360,2010.0,Shooter,0.37,0.15,0.0,0.05,0.58
3162,X360,2009.0,Action,0.37,0.21,0.0,0.06,0.64
2743,PS2,2004.0,Action,0.37,0.29,0.0,0.1,0.75
4717,PS3,2012.0,Action,0.37,0.0,0.0,0.04,0.41
3310,XB,2005.0,Shooter,0.37,0.21,0.0,0.03,0.61
4414,PS2,2005.0,Misc,0.37,0.01,0.0,0.06,0.44
4044,XB,2006.0,Action,0.37,0.11,0.0,0.02,0.49
4413,PS2,2006.0,Sports,0.37,0.01,0.0,0.06,0.44
2710,PS2,2004.0,Shooter,0.37,0.29,0.0,0.1,0.76
4435,PS2,2005.0,Shooter,0.37,0.01,0.0,0.06,0.44
2896,XOne,2015.0,Action,0.37,0.26,0.01,0.06,0.71
2695,PS2,2003.0,Fighting,0.37,0.29,0.0,0.1,0.76
3931,XB,2004.0,Misc,0.37,0.11,0.0,0.02,0.51
2673,PS3,2009.0,Fighting,0.37,0.19,0.11,0.1,0.77
2577,X360,2010.0,Racing,0.37,0.35,0.0,0.07,0.8
3940,XB,2004.0,Sports,0.37,0.11,0.0,0.02,0.51
3060,PS,1998.0,Sports,0.37,0.25,0.0,0.04,0.66
3061,PS,2001.0,Role-Playing,0.37,0.25,0.0,0.04,0.66
2265,PS4,2014.0,Action,0.37,0.39,0.0,0.15,0.92
4821,PS3,2009.0,Sports,0.37,0.0,0.0,0.03,0.4
3074,PS,1998.0,Role-Playing,0.37,0.25,0.0,0.04,0.66
3053,PS,1999.0,Simulation,0.37,0.25,0.0,0.04,0.66
3516,X360,2011.0,Action,0.37,0.15,0.0,0.05,0.57
3023,PS,1998.0,Action,0.37,0.25,0.0,0.04,0.67
3017,PS,1996.0,Shooter,0.37,0.25,0.0,0.04,0.67
3015,PS,1998.0,Sports,0.37,0.25,0.0,0.04,0.67
4202,XOne,2015.0,Sports,0.37,0.05,0.0,0.05,0.47
2480,X360,2013.0,Racing,0.37,0.38,0.01,0.08,0.84
3628,X360,2011.0,Racing,0.37,0.14,0.0,0.05,0.56
2129,PS4,2015.0,Role-Playing,0.37,0.32,0.15,0.14,0.97
2687,PS2,2003.0,Sports,0.37,0.29,0.0,0.1,0.76
2688,PS2,2008.0,Platform,0.37,0.04,0.0,0.36,0.76
2724,PS2,2001.0,Fighting,0.37,0.29,0.0,0.1,0.76
4418,PS2,2005.0,Misc,0.37,0.01,0.0,0.06,0.44
3490,PS3,2009.0,Fighting,0.36,0.1,0.06,0.06,0.58
3124,PS,2000.0,Adventure,0.36,0.24,0.0,0.04,0.65
4785,X360,2007.0,Action,0.36,0.01,0.0,0.03,0.4
3117,PS,1998.0,Shooter,0.36,0.25,0.0,0.04,0.65
4644,X360,2005.0,Action,0.36,0.03,0.0,0.03,0.42
4635,X360,2006.0,Simulation,0.36,0.03,0.0,0.03,0.42
1233,PS2,2002.0,Sports,0.36,0.9,0.0,0.27,1.52
3149,X360,2012.0,Strategy,0.36,0.23,0.0,0.05,0.64
3425,X360,2010.0,Misc,0.36,0.18,0.0,0.05,0.59
3420,PS3,2011.0,Sports,0.36,0.16,0.0,0.07,0.59
4675,X360,2007.0,Shooter,0.36,0.02,0.0,0.03,0.41
3095,PS,1998.0,Sports,0.36,0.25,0.0,0.04,0.66
3863,PS3,2007.0,Action,0.36,0.04,0.08,0.04,0.52
2147,PS3,,Action,0.36,0.45,0.0,0.16,0.97
2177,PS2,2005.0,Action,0.36,0.45,0.0,0.14,0.95
2221,X360,2009.0,Shooter,0.36,0.45,0.02,0.1,0.93
2168,PS2,2002.0,Platform,0.36,0.28,0.22,0.09,0.96
2092,PS3,2011.0,Action,0.36,0.46,0.0,0.17,0.99
4506,PS2,2005.0,Action,0.36,0.01,0.0,0.06,0.43
4539,PS2,2004.0,Sports,0.36,0.01,0.0,0.06,0.43
4096,XB,2004.0,Sports,0.36,0.11,0.0,0.02,0.48
1823,PS3,2013.0,Role-Playing,0.36,0.33,0.28,0.15,1.12
2473,PS4,2015.0,Shooter,0.36,0.32,0.03,0.14,0.84
2445,PS3,2014.0,Sports,0.36,0.35,0.0,0.14,0.85
3533,PS3,2009.0,Role-Playing,0.36,0.12,0.03,0.07,0.57
2574,X360,2013.0,Shooter,0.36,0.37,0.0,0.07,0.8
3907,X360,2009.0,Fighting,0.36,0.09,0.02,0.04,0.51
4448,X360,2007.0,Shooter,0.36,0.04,0.01,0.04,0.44
2693,XB,2004.0,Racing,0.36,0.38,0.0,0.03,0.76
4481,PS2,2005.0,Fighting,0.36,0.01,0.0,0.06,0.44
4489,PS2,2007.0,Action,0.36,0.01,0.0,0.06,0.44
2112,PS3,2010.0,Racing,0.36,0.46,0.0,0.17,0.98
4389,PS3,2007.0,Sports,0.36,0.05,0.0,0.05,0.45
1855,PS3,2012.0,Action,0.36,0.53,0.0,0.21,1.1
2766,PS2,2001.0,Misc,0.36,0.28,0.0,0.1,0.74
3690,PS2,2008.0,Action,0.36,0.0,0.0,0.19,0.54
4303,XB,2003.0,Sports,0.36,0.08,0.0,0.02,0.46
4398,XB,2003.0,Racing,0.36,0.07,0.0,0.01,0.45
2820,PS2,2001.0,Sports,0.36,0.28,0.0,0.09,0.73
2713,X360,2007.0,Shooter,0.36,0.31,0.01,0.08,0.76
2742,PS3,2012.0,Action,0.36,0.28,0.0,0.11,0.75
4068,XB,2002.0,Action,0.36,0.11,0.0,0.02,0.49
2770,X360,2011.0,Role-Playing,0.36,0.3,0.02,0.06,0.74
2783,PS2,2001.0,Sports,0.36,0.28,0.0,0.09,0.74
2768,PS2,2001.0,Racing,0.36,0.28,0.0,0.1,0.74
3417,XB,2003.0,Sports,0.36,0.08,0.14,0.02,0.59
3254,XOne,2015.0,Shooter,0.36,0.2,0.0,0.06,0.62
4722,X360,2008.0,Action,0.36,0.02,0.0,0.03,0.41
3288,PS4,2015.0,Sports,0.35,0.15,0.0,0.11,0.61
4748,X360,2006.0,Shooter,0.35,0.02,0.01,0.03,0.41
2513,PS4,2016.0,Fighting,0.35,0.26,0.08,0.13,0.82
2229,PS3,2012.0,Sports,0.35,0.42,0.02,0.14,0.93
2844,PS2,2001.0,Misc,0.35,0.28,0.0,0.09,0.72
3233,XOne,2015.0,Action,0.35,0.22,0.0,0.06,0.63
3231,PS,2000.0,Sports,0.35,0.24,0.0,0.04,0.63
2282,PS2,2003.0,Racing,0.35,0.27,0.21,0.09,0.91
3187,PS,1997.0,Action,0.35,0.24,0.0,0.04,0.63
3236,PS,2000.0,Platform,0.35,0.24,0.0,0.04,0.63
4619,XB,2002.0,Racing,0.35,0.05,0.0,0.02,0.42
4609,PS2,2004.0,Racing,0.35,0.01,0.0,0.06,0.42
4631,PS2,2008.0,Sports,0.35,0.01,0.0,0.06,0.42
5013,PS3,2007.0,Sports,0.35,0.0,0.0,0.03,0.38
2843,X360,2013.0,Action,0.35,0.31,0.0,0.06,0.72
3138,XOne,2014.0,Role-Playing,0.35,0.24,0.0,0.05,0.64
2327,PS3,2009.0,Shooter,0.35,0.38,0.01,0.16,0.89
1251,PS2,2007.0,Action,0.35,0.03,0.0,1.13,1.51
4578,PS2,2006.0,Shooter,0.35,0.01,0.0,0.06,0.42
4200,XB,2006.0,Racing,0.35,0.1,0.0,0.02,0.47
4212,X360,2014.0,Sports,0.35,0.07,0.0,0.04,0.47
2865,PS2,2003.0,Fighting,0.35,0.27,0.0,0.09,0.71
2869,PS2,2002.0,Racing,0.35,0.27,0.0,0.09,0.71
4512,XOne,2015.0,Misc,0.35,0.04,0.0,0.04,0.43
4138,XB,2005.0,Sports,0.35,0.11,0.0,0.02,0.48
3844,PS3,2011.0,Role-Playing,0.35,0.12,0.0,0.06,0.52
4532,X360,2007.0,Strategy,0.35,0.05,0.0,0.03,0.43
2560,PS2,2007.0,Role-Playing,0.35,0.27,0.09,0.09,0.81
2190,PS4,2015.0,Shooter,0.35,0.41,0.05,0.15,0.95
3006,PS3,2008.0,Action,0.35,0.22,0.01,0.1,0.68
4961,PS3,2014.0,Sports,0.35,0.0,0.0,0.04,0.39
3101,X360,2008.0,Sports,0.35,0.23,0.0,0.07,0.65
3018,PS3,2006.0,Simulation,0.35,0.22,0.0,0.1,0.67
4862,XB,2001.0,Sports,0.35,0.03,0.0,0.02,0.4
3100,XOne,2014.0,Action,0.35,0.25,0.0,0.05,0.65
2414,PS3,2012.0,Action,0.35,0.37,0.01,0.14,0.86
3242,PS,1996.0,Fighting,0.35,0.24,0.0,0.04,0.62
850,PS4,2014.0,Racing,0.35,1.31,0.02,0.33,2.0
1891,PS3,2012.0,Action,0.35,0.52,0.0,0.22,1.09
4434,XB,2002.0,Sports,0.35,0.08,0.0,0.01,0.44
3193,PS,1999.0,Strategy,0.35,0.24,0.0,0.04,0.63
3246,PS,1997.0,Sports,0.35,0.24,0.0,0.04,0.62
2429,X360,2014.0,Racing,0.35,0.43,0.0,0.07,0.85
2875,PS2,2003.0,Action,0.35,0.27,0.0,0.09,0.71
2883,PS2,2004.0,Action,0.35,0.27,0.0,0.09,0.71
1003,PS3,2007.0,Sports,0.35,1.07,0.02,0.32,1.76
3633,X360,2014.0,Role-Playing,0.35,0.16,0.0,0.05,0.55
3636,PS3,2013.0,Platform,0.35,0.13,0.0,0.08,0.55
4492,XB,2002.0,Simulation,0.35,0.07,0.0,0.02,0.44
4230,PS3,2007.0,Racing,0.35,0.06,0.0,0.05,0.46
